縣市,鄉鎮市區,村里,納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數
台北市,松山區,中崙里,1373,1666015,1213,820,421,1473,1482.03,122.14
台北市,松山區,自強里,2933,3347757,1141,739,382,1435,2424.97,212.45
台北市,松山區,鵬程里,1777,2047771,1152,705,384,1442,1397.97,121.31
台北市,松山區,東榮里,3012,5345601,1775,854,399,1851,6038.10,340.22
台北市,松山區,介壽里,1553,2247495,1447,841,437,1725,2438.84,168.52
台北市,松山區,東勢里,1590,2584066,1625,791,381,1577,14919.40,918.00
台北市,松山區,東光里,2546,3071340,1206,728,375,1460,1761.84,146.05
台北市,松山區,中正里,3353,5524803,1648,930,445,1870,3401.43,206.43
台北市,松山區,復盛里,2164,2287439,1057,680,360,1262,1856.28,175.61
台北市,松山區,復勢里,2175,2688965,1236,751,382,1467,2091.82,169.20
台北市,松山區,美仁里,1158,1573161,1359,836,432,1574,1944.88,143.16
台北市,松山區,吉仁里,1408,1853973,1317,730,385,1611,2469.60,187.55
台北市,松山區,精忠里,1498,3536000,2360,853,409,1774,14993.60,635.19
台北市,松山區,東昌里,1034,6764938,6542,883,413,1780,138872.73,2122.63
台北市,松山區,福成里,942,1750188,1858,862,412,1802,6570.06,353.62
台北市,松山區,中華里,2266,5455059,2407,948,458,2014,21495.83,892.92
台北市,松山區,吉祥里,3034,3557227,1172,745,385,1401,1493.91,127.42
台北市,松山區,新東里,1705,1796910,1054,712,390,1342,1395.01,132.37
台北市,松山區,三民里,2471,3422077,1385,745,376,1509,3606.05,260.38
台北市,松山區,復建里,1492,1851601,1241,829,422,1553,1415.74,114.08
台北市,松山區,敦化里,2501,3230242,1292,787,405,1549,2179.63,168.76
台北市,松山區,安平里,2554,2328963,912,632,360,1144,1003.87,110.09
台北市,松山區,富錦里,1794,2320235,1293,698,368,1348,3704.00,286.39
台北市,松山區,莊敬里,1611,1344155,834,602,351,1097,795.36,95.33
台北市,松山區,新益里,1631,1634301,1002,653,370,1256,1144.03,114.17
台北市,松山區,富泰里,1636,2255417,1379,736,367,1443,8960.71,649.98
台北市,松山區,龍田里,3433,4523979,1318,900,434,1725,1471.90,111.69
台北市,松山區,慈祐里,2092,1751085,837,574,324,1018,948.94,113.37
台北市,松山區,復源里,1066,1367470,1283,714,372,1373,5955.55,464.26
台北市,松山區,民福里,2108,2155645,1023,666,363,1292,1301.97,127.32
台北市,松山區,松基里,1385,2216501,1600,743,387,1598,3717.14,232.27
台北市,松山區,新聚里,2787,2910854,1044,664,370,1232,2172.62,208.02
