縣市,鄉鎮市區,村里,納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數
台北市,松山區,中崙里,1428,1778251,1245,814,405,1495,1737.16,139.50
台北市,松山區,自強里,3041,3791321,1247,792,400,1525,2432.25,195.09
台北市,松山區,鵬程里,1818,2134178,1174,721,398,1452,1347.49,114.79
台北市,松山區,東榮里,3044,5742098,1886,916,429,1984,6180.65,327.65
台北市,松山區,介壽里,1585,2520578,1590,900,458,1836,3071.69,193.16
台北市,松山區,東勢里,1625,2943966,1812,791,408,1601,18015.92,994.44
台北市,松山區,東光里,2618,3441462,1315,781,392,1518,2167.10,164.86
台北市,松山區,中正里,3459,6377730,1844,973,479,2006,5221.31,283.18
台北市,松山區,復盛里,2226,2525657,1135,698,366,1304,2951.86,260.16
台北市,松山區,復勢里,2238,2910288,1300,787,410,1599,1791.67,137.78
台北市,松山區,美仁里,1219,1726227,1416,884,451,1721,1756.13,124.01
台北市,松山區,吉仁里,1443,1937625,1343,747,405,1632,2190.50,163.13
台北市,松山區,精忠里,1524,3553082,2331,922,454,1917,12086.40,518.41
台北市,松山區,東昌里,997,10508881,10541,924,458,1832,251322.57,2384.35
台北市,松山區,福成里,982,2261310,2303,923,429,1957,13438.39,583.58
台北市,松山區,中華里,2307,5740424,2488,989,461,2129,19288.57,775.18
台北市,松山區,吉祥里,3094,3930192,1270,755,394,1504,2076.06,163.44
台北市,松山區,新東里,1758,1947013,1108,726,391,1384,1457.54,131.60
台北市,松山區,三民里,2531,3625776,1433,791,406,1547,3348.32,233.73
台北市,松山區,復建里,1515,1988740,1313,860,431,1678,1450.34,110.48
台北市,松山區,敦化里,2557,3660836,1432,873,449,1630,3587.02,250.54
台北市,松山區,安平里,2666,2536463,951,658,364,1203,1055.83,110.97
台北市,松山區,富錦里,1819,2498191,1373,751,401,1474,4404.10,320.67
台北市,松山區,莊敬里,1678,1459775,870,617,362,1129,870.04,100.01
台北市,松山區,新益里,1686,1758843,1043,702,384,1314,1146.48,109.90
台北市,松山區,富泰里,1651,2105841,1275,802,413,1530,2319.41,181.84
台北市,松山區,龍田里,3512,4999723,1424,943,457,1764,2103.00,147.72
台北市,松山區,慈祐里,2188,1935680,885,604,345,1062,984.16,111.24
台北市,松山區,復源里,1104,1602891,1452,758,403,1471,7734.68,532.73
台北市,松山區,民福里,2209,2394167,1084,718,382,1352,1495.69,138.00
台北市,松山區,松基里,1414,2573574,1820,798,390,1733,5486.23,301.43
台北市,松山區,新聚里,2845,3226944,1134,717,380,1326,2795.20,246.44
台北市,松山區,民有里,3362,6066205,1804,842,417,1765,5761.23,319.30
台北市,大安區,建安里,2004,3382422,1688,825,397,1745,4276.79,253.39
台北市,大安區,通安里,1922,2218396,1154,672,357,1350,2206.32,191.15
台北市,大安區,民輝里,2674,7794976,2915,928,415,2068,13427.65,460.62
台北市,大安區,德安里,2093,4027120,1924,886,437,1924,4491.74,233.45
台北市,大安區,敦安里,2380,4975355,2090,945,448,2063,5090.12,243.49
台北市,大安區,光明里,1260,2608664,2070,891,424,1971,9029.44,436.13
台北市,大安區,永康里,1297,2019456,1557,861,438,1816,2392.27,153.64
台北市,大安區,福住里,2250,4422341,1965,1020,462,2045,5854.64,297.87
台北市,大安區,仁愛里,2201,7767664,3529,965,423,2265,32112.60,909.92
台北市,大安區,義村里,2152,2685435,1248,747,383,1482,1869.08,149.78
台北市,大安區,臥龍里,683,1092508,1600,851,451,1584,5133.73,320.94
台北市,大安區,通化里,2026,2223415,1097,660,360,1249,2130.52,194.14
台北市,大安區,龍生里,2347,3902437,1663,923,447,1962,3369.57,202.65
台北市,大安區,新龍里,2333,3357751,1439,884,450,1779,2104.63,146.23
台北市,大安區,住安里,1729,2531993,1464,737,394,1385,4419.80,301.81
台北市,大安區,錦泰里,1473,2640969,1793,886,419,1807,13929.98,776.94
台北市,大安區,建倫里,2402,4928263,2052,902,427,2024,5371.54,261.81
台北市,大安區,錦華里,1875,2805080,1496,975,455,1869,2448.97,163.70
台北市,大安區,光武里,2918,4776356,1637,794,394,1605,8124.53,496.35
台北市,大安區,仁慈里,1994,4562363,2288,1003,483,2116,7483.05,327.05
台北市,大安區,黎孝里,2602,2724290,1047,694,373,1306,1302.31,124.39
台北市,大安區,民炤里,3134,7270916,2320,948,415,2016,8799.89,379.30
台北市,大安區,昌隆里,1226,1933643,1577,843,402,1746,2998.43,190.11
台北市,大安區,黎和里,1625,1683709,1036,698,395,1323,1061.22,102.42
台北市,大安區,龍雲里,1791,3790323,2116,895,420,1924,13787.36,651.48
台北市,大安區,芳和里,1938,2168227,1119,706,378,1313,1662.67,148.61
台北市,大安區,龍安里,2257,4583967,2031,1021,460,2113,5049.16,248.60
台北市,大安區,義安里,2055,5916515,2879,952,456,2138,14381.18,499.51
台北市,大安區,虎嘯里,1413,2204287,1560,811,409,1698,2712.73,173.89
台北市,大安區,龍淵里,3165,5119696,1618,943,448,1845,5326.96,329.31
台北市,大安區,龍坡里,2137,3476316,1627,971,471,2025,2619.68,161.04
台北市,大安區,龍門里,1592,3379409,2123,1053,466,2176,5797.74,273.12
台北市,大安區,敦煌里,2338,3959156,1693,915,430,1863,2987.80,176.44
台北市,大安區,羣賢里,2291,3690015,1611,790,393,1715,3874.07,240.53
台北市,大安區,車層里,2532,4942273,1952,883,407,1936,5152.38,263.96
台北市,大安區,光信里,2776,4481715,1614,844,411,1738,3944.05,244.30
台北市,大安區,和安里,2379,9292782,3906,1036,472,2087,41738.43,1068.53
台北市,大安區,正聲里,1836,3275186,1784,809,403,1808,4541.17,254.57
台北市,大安區,誠安里,1560,2162076,1386,720,377,1376,7867.20,567.64
