縣市,鄉鎮市區,村里,納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數
台北市,松山區,中崙里,1243,1282506,1032,739,403,1289,1074.07,104.10
台北市,松山區,自強里,2165,2510441,1160,782,420,1388,5287.82,456.02
台北市,松山區,鵬程里,1792,2305887,1287,770,425,1447,5109.25,397.06
台北市,松山區,東榮里,3102,5934723,1913,887,432,1852,14760.75,771.52
台北市,松山區,介壽里,1575,1973244,1253,742,389,1552,1519.86,121.31
台北市,松山區,東勢里,1331,1580880,1188,739,404,1324,1876.33,157.98
台北市,松山區,東光里,2656,3099505,1167,720,384,1416,2839.79,243.34
台北市,松山區,中正里,2857,4344634,1521,857,422,1687,3406.29,224.00
台北市,松山區,復盛里,2104,2084264,991,690,390,1288,1047.67,105.76
台北市,松山區,復勢里,2082,2340197,1124,744,386,1379,1787.05,158.99
台北市,松山區,美仁里,1143,1352578,1183,781,409,1450,1328.26,112.24
台北市,松山區,吉仁里,1310,1531589,1169,723,409,1346,1740.40,148.86
台北市,松山區,精忠里,1615,3286872,2035,778,408,1586,23225.40,1141.18
台北市,松山區,東昌里,1338,3251648,2430,874,432,1718,27416.86,1128.16
台北市,松山區,福成里,928,1711008,1844,838,426,1523,12557.95,681.11
台北市,松山區,中華里,1961,3009049,1534,979,494,1878,1988.24,129.57
台北市,松山區,吉祥里,2890,3528761,1221,725,400,1415,3640.46,298.15
台北市,松山區,新東里,1681,1611348,959,676,386,1240,930.22,97.04
台北市,松山區,三民里,2685,3104853,1156,733,404,1391,1577.84,136.45
台北市,松山區,復建里,1259,1397877,1110,720,406,1393,1784.82,160.75
台北市,松山區,敦化里,2335,2970776,1272,781,408,1476,2598.34,204.23
台北市,松山區,安平里,2649,2308544,871,615,355,1079,927.08,106.38
台北市,松山區,富錦里,1881,2108884,1121,701,380,1356,1439.46,128.39
台北市,松山區,莊敬里,1720,1416921,824,588,358,1052,797.32,96.79
台北市,松山區,新益里,1504,1354505,901,656,381,1156,853.96,94.82
台北市,松山區,富泰里,1640,1801759,1099,758,398,1382,1457.40,132.66
台北市,松山區,龍田里,2175,2454079,1128,770,424,1449,1219.79,108.11
台北市,松山區,慈祐里,1796,1456432,811,572,330,969,964.92,118.99
台北市,松山區,復源里,990,1024321,1035,709,394,1319,1187.52,114.77
台北市,松山區,民福里,2168,2169225,1001,685,397,1254,1580.51,157.96
台北市,松山區,松基里,1384,2034406,1470,759,372,1522,3832.26,260.71
台北市,松山區,新聚里,2506,2483020,991,675,383,1217,1314.87,132.70
台北市,松山區,民有里,3337,5298699,1588,825,417,1666,4555.68,286.91
台北市,大安區,建安里,2069,3151236,1523,796,402,1608,3648.98,239.58
台北市,大安區,通安里,1817,1742946,959,630,361,1129,1276.60,133.08
台北市,大安區,民輝里,2367,5049492,2133,835,423,1691,19485.40,913.40
台北市,大安區,德安里,2086,3388959,1625,804,425,1657,4871.15,299.83
台北市,大安區,敦安里,2491,4289241,1722,884,451,1738,4727.71,274.56
台北市,大安區,光明里,1164,2072109,1780,746,390,1595,11453.53,643.40
台北市,大安區,永康里,1156,1561645,1351,765,420,1581,3960.10,293.14
台北市,大安區,福住里,1962,3266220,1665,923,438,1760,5912.64,355.17
台北市,大安區,仁愛里,2394,6532639,2729,889,408,1987,20754.60,760.59
台北市,大安區,義村里,2255,2503138,1110,745,396,1383,1429.72,128.80
台北市,大安區,臥龍里,770,973915,1265,649,366,1252,5381.44,425.47
台北市,大安區,通化里,1903,1690745,888,615,352,1044,1576.94,177.49
台北市,大安區,龍生里,2141,2814460,1315,879,442,1735,1479.32,112.53
台北市,大安區,新龍里,2139,2793414,1306,864,451,1582,2867.57,219.58
台北市,大安區,住安里,1725,2330860,1351,728,374,1290,7075.53,523.64
台北市,大安區,錦泰里,1692,2251725,1331,878,429,1685,2704.10,203.19
台北市,大安區,建倫里,2367,3946201,1667,882,428,1845,3159.69,189.52
台北市,大安區,錦華里,1728,2485074,1438,892,429,1751,4125.66,286.88
台北市,大安區,光武里,2927,3735399,1276,745,372,1459,2459.69,192.74
台北市,大安區,仁慈里,1907,2747343,1441,831,422,1672,3446.51,239.23
台北市,大安區,黎孝里,2480,2402446,969,666,383,1250,964.92,99.61
台北市,大安區,民炤里,2953,4579555,1551,819,398,1662,3545.41,228.62
台北市,大安區,昌隆里,1339,1565334,1169,755,368,1476,1342.46,114.84
台北市,大安區,黎和里,1303,1176673,903,664,381,1159,831.87,92.12
台北市,大安區,龍雲里,1852,3968867,2143,820,414,1615,11050.92,515.67
台北市,大安區,青？里,92,84172,915,525,323,1157,925.47,101.15
台北市,大安區,芳和里,1868,1804788,966,648,371,1178,1342.20,138.92
台北市,大安區,龍安里,2029,2969724,1464,905,415,1871,2600.55,177.68
台北市,大安區,義安里,2002,4263587,2130,919,471,1965,8606.88,404.14
台北市,大安區,虎嘯里,1200,1463385,1219,790,416,1470,1530.02,125.46
台北市,大安區,龍淵里,3004,3972787,1322,878,457,1712,1787.23,135.14
台北市,大安區,龍坡里,1994,2937689,1473,965,466,1869,1969.20,133.66
台北市,大安區,龍門里,1474,2520040,1710,960,489,1884,3942.72,230.61
台北市,大安區,敦煌里,2268,3604948,1589,878,441,1833,3377.08,212.46
台北市,大安區,？賢里,2113,3194175,1512,832,439,1600,5222.47,345.48
台北市,大安區,車層里,2601,4540086,1746,794,390,1647,10234.78,586.35
台北市,大安區,光信里,2738,3901550,1425,792,410,1544,3707.12,260.16
台北市,大安區,和安里,2230,6406662,2873,952,460,1809,29897.88,1040.67
台北市,大安區,正聲里,1891,2820123,1491,846,392,1673,3333.09,223.50
台北市,大安區,誠安里,1610,1676175,1041,671,364,1276,2052.12,197.11
台北市,大安區,華聲里,1536,1907690,1242,769,403,1555,1866.95,150.32
台北市,大安區,臨江里,1272,1085422,853,605,350,1071,921.34,107.97
台北市,大安區,龍陣里,1325,1509554,1139,756,391,1531,1276.15,112.01
台北市,大安區,龍圖里,2392,3268486,1366,822,424,1602,2571.17,188.17
台北市,大安區,古莊里,2240,2765300,1235,812,409,1621,1707.17,138.29
台北市,大安區,錦安里,1776,2505660,1411,856,435,1757,1739.76,123.31
台北市,大安區,大學里,3164,4255930,1345,824,439,1663,2396.99,178.20
台北市,大安區,古風里,1464,2123550,1451,871,451,1679,2770.99,191.04
台北市,大安區,全安里,1668,3077651,1845,826,409,1660,9853.41,534.03
台北市,大安區,農場里,134,108077,807,590,290,1013,748.47,92.80
台北市,大安區,黎元里,1615,1245268,771,594,358,984,675.78,87.64
台北市,大安區,法治里,1501,1808307,1205,741,405,1483,1609.74,133.62
台北市,大安區,龍泉里,1489,1843299,1238,823,426,1561,1458.82,117.84
