101年度綜稅所得總額各縣市鄉鎮村里統計分析表-縣市別：臺中市,單位：金額(千元)
鄉鎮市區,村里,納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數
西　區,公舘里,1820,1598427,878,576,339,1058,1008.36,114.81
西　區,和龍里,620,445503,719,516,302,883,758.37,105.54
西　區,民龍里,1082,1227291,1134,654,344,1352,2080.8,183.45
西　區,後龍里,1158,1457118,1258,656,350,1328,2897.62,230.28
西　區,安龍里,963,931426,967,626,324,1170,1618.04,167.29
西　區,忠明里,1896,2596434,1369,637,342,1265,4356.28,318.11
西　區,公正里,2147,2155827,1004,676,365,1267,1076.48,107.21
西　區,昇平里,1895,1868910,986,617,335,1154,1361.6,138.06
西　區,土庫里,1986,2536610,1277,700,367,1379,2791.92,218.59
西　區,藍興里,1401,1354995,967,683,360,1250,939.46,97.14
西　區,吉龍里,2347,2956300,1260,750,393,1452,3059.49,242.89
西　區,忠誠里,2116,2414974,1141,620,334,1162,3779.58,331.17
西　區,公益里,879,625406,711,527,305,927,634.58,89.19
西　區,中興里,1278,1755437,1374,679,326,1324,4092.97,297.98
西　區,公平里,1734,1876788,1082,652,348,1209,2867.15,264.9
西　區,公德里,1460,1526432,1046,671,380,1267,1420.43,135.86
西　區,大忠里,1586,1679107,1059,731,390,1360,1252.05,118.26
西　區,双龍里,945,941558,996,634,353,1140,1296.46,130.12
西　區,其　他,19,14088,741,583,374,860,676.62,91.26
西　區,合　計,32949,35998323,1093,658,352,1253,2361.29,216.13
南　區,城隍里,1129,937770,831,576,318,1003,1114.06,134.12
南　區,南門里,1256,1181975,941,632,355,1132,1107.18,117.65
南　區,德義里,1017,932678,917,643,366,1201,852.5,92.96
南　區,積善里,838,642589,767,547,320,927,741.09,96.65
南　區,江川里,996,948251,952,653,343,1197,1218.23,127.96
南　區,新榮里,1377,1214808,882,650,368,1135,835.88,94.75
南　區,福興里,1212,981802,810,603,337,1027,712.9,88.01
南　區,和平里,1279,1132957,886,640,379,1116,925.8,104.51
南　區,永興里,2227,2014205,904,645,365,1145,845.93,93.53
南　區,樹義里,3363,2976837,885,642,369,1144,822.77,92.95
南　區,樹德里,2411,2136424,886,670,393,1158,802.84,90.6
南　區,西川里,1458,1368657,939,694,374,1214,847.54,90.29
南　區,國光里,1272,1057791,832,589,323,1028,867.61,104.33
南　區,福平里,1618,1249771,772,580,335,963,718.26,92.99
南　區,長榮里,939,793141,845,591,327,1045,1002.58,118.7
南　區,長春里,727,683941,941,589,328,1149,1425.69,151.54
南　區,福順里,1728,1520726,880,625,360,1092,838.74,95.31
南　區,平和里,1138,957996,842,617,336,1084,780.99,92.77
南　區,南和里,1838,1687971,918,648,354,1188,930.7,101.34
南　區,永和里,1319,1045816,793,597,346,984,756.53,95.41
南　區,工學里,1970,1778196,903,696,397,1197,782.01,86.64
南　區,崇倫里,1726,1480522,858,650,375,1108,867.46,101.13
南　區,其　他,15,11345,756,570,430,914,556.51,73.58
南　區,合　計,32853,28736168,875,632,357,1110,886.24,101.32
北　區,光大里,536,372418,695,499,272,839,663.35,95.47
北　區,新興里,411,356508,867,582,331,990,1334.01,153.79
北　區,錦村里,1033,823057,797,570,328,1017,732.93,91.99
北　區,邱厝里,736,809146,1099,689,335,1412,1447.9,131.7
北　區,賴厝里,1379,1383930,1004,719,398,1278,1090.65,108.68
北　區,賴村里,1353,1252852,926,598,344,1041,2522.97,272.46
北　區,淡溝里,1665,1814202,1090,668,359,1290,1430.72,131.31
北　區,中達里,782,641341,820,558,324,1016,858.14,104.64
北　區,新北里,653,808059,1237,624,320,1280,4377.25,353.73
北　區,樂英里,687,509354,741,550,315,882,1047.93,141.34
北　區,錦洲里,965,812878,842,586,330,1026,960.3,114
北　區,金龍里,1250,948737,759,560,330,967,731.43,96.37
北　區,文莊里,1005,814839,811,554,320,993,908.82,112.09
北　區,金華里,802,898204,1120,688,373,1330,1368.39,122.18
北　區,五常里,387,333399,861,606,353,1088,825.44,95.82
北　區,育德里,1062,1138692,1072,616,341,1166,2579.37,240.56
北　區,頂厝里,1377,1460000,1060,670,359,1279,1605.86,151.46
北　區,建興里,1824,1507122,826,582,333,1030,850.15,102.89
北　區,建成里,1439,1000415,695,529,325,868,765.75,110.15
北　區,健行里,2047,2436074,1190,636,333,1221,6405.4,538.24
北　區,明德里,1740,1587654,912,607,341,1149,981.22,107.54
北　區,長青里,1984,1634435,824,592,342,1018,801.74,97.32
北　區,賴興里,1336,1246720,933,645,365,1144,1776.4,190.36
北　區,賴明里,1253,1068299,853,556,325,1022,1123.01,131.72
北　區,錦祥里,1034,844690,817,566,342,959,872.94,106.86
北　區,建德里,1071,805523,752,533,291,915,956.57,127.18
北　區,崇德里,1092,1033004,946,654,356,1183,985.98,104.23
北　區,賴旺里,1184,897372,758,564,310,967,767.85,101.31
北　區,明新里,808,658101,814,535,315,929,1219.83,149.77
北　區,立人里,1037,867851,837,620,342,1109,790.28,94.43
北　區,賴福里,1339,1541090,1151,729,381,1463,1489.28,129.4
北　區,梅川里,913,968894,1061,700,350,1227,1412.65,133.12
北　區,錦平里,644,595488,925,613,344,1202,924.31,99.96
北　區,中正里,412,390061,947,578,343,1154,1244.98,131.5
北　區,大湖里,508,322596,635,486,275,811,549.53,86.54
北　區,六合里,460,340327,740,503,287,959,761.41,102.92
北　區,其　他,9,4221,469,289,234,379,506.76,108.06
北　區,合　計,38217,34927557,914,601,336,1086,1999.31,218.76
西屯區,西安里,1648,1524189,925,657,358,1172,1167.09,126.19
西屯區,西墩里,1244,1194798,960,568,332,1048,2738.37,285.11
西屯區,潮洋里,1437,1911544,1330,792,405,1632,1829.75,137.55
西屯區,龍潭里,241,180789,750,534,297,937,690.63,92.06
西屯區,惠來里,4168,8791365,2109,964,438,2138,5971.27,283.1
西屯區,何安里,1739,1509167,868,607,328,1077,972.59,112.07
西屯區,何厝里,1110,1125684,1014,565,320,987,4842.85,477.54
西屯區,上石里,1665,1489593,895,688,400,1177,790.41,88.35
西屯區,大河里,1284,951136,741,519,302,895,812.48,109.68
西屯區,大石里,551,381227,692,562,300,901,578.65,83.63
西屯區,港尾里,1522,1229410,808,589,337,1047,761.11,94.23
西屯區,廣福里,748,583294,780,548,320,935,778.81,99.87
西屯區,林厝里,1039,1529768,1472,770,398,1674,2439.41,165.68
西屯區,永安里,3740,3724774,996,672,375,1193,2237.94,224.71
西屯區,福安里,1036,1262216,1218,784,409,1485,2182.26,179.11
西屯區,協和里,1357,1721816,1269,619,343,1109,5306.94,418.25
西屯區,鵬程里,619,444430,718,576,337,975,547.35,76.24
西屯區,逢甲里,1438,1209092,841,594,348,1047,1023.42,121.72
西屯區,大福里,838,543334,648,486,274,827,615.88,94.99
西屯區,大鵬里,1285,953580,742,553,322,911,723.51,97.5
西屯區,西平里,1543,1396183,905,672,357,1199,842.33,93.09
西屯區,何仁里,2087,1747502,837,603,337,1038,902.03,107.73
西屯區,何德里,1288,1223499,950,659,356,1219,1043.41,109.84
西屯區,何源里,2201,1916948,871,626,329,1086,957.62,109.95
西屯區,何南里,1533,1484041,968,657,340,1213,1068.27,110.35
西屯區,至善里,1428,1436952,1006,742,395,1377,933.85,92.8
西屯區,上安里,1732,1689386,975,733,398,1253,898.58,92.12
西屯區,上德里,1463,1354539,926,629,360,1174,903.58,97.59
西屯區,逢福里,1822,1711138,939,655,355,1175,961.72,102.4
西屯區,何明里,1267,1118286,883,587,331,1034,1471.48,166.72
西屯區,何成里,2484,2487728,1002,665,367,1198,1899.43,189.66
西屯區,何福里,1449,1209982,835,578,327,1074,818.99,98.08
西屯區,福和里,1305,963659,738,540,304,919,745.45,100.95
西屯區,福中里,1135,1140986,1005,590,331,1041,3253.31,323.62
西屯區,福恩里,1671,1690899,1012,772,396,1352,911.34,90.06
西屯區,福聯里,908,854893,942,658,345,1175,1028.95,109.29
西屯區,福瑞里,919,1084284,1180,786,451,1400,1261.51,106.92
西屯區,福林里,2476,3484949,1407,861,438,1663,2601.52,184.83
西屯區,福雅里,1909,2236906,1172,756,407,1385,1987.58,169.62
西屯區,其　他,32,41307,1291,708,334,1599,1499.18,116.14
西屯區,合　計,59361,62535271,1053,660,357,1220,2395.8,227.42
南屯區,南屯里,2914,3095298,1062,754,396,1392,1147.36,108.02
南屯區,豐樂里,3691,4583617,1242,784,400,1652,1714.47,138.06
南屯區,楓樹里,1708,1530419,896,621,349,1131,909.39,101.49
南屯區,中和里,1389,981842,707,531,321,843,681.94,96.47
南屯區,鎮平里,477,404355,848,574,346,991,909.65,107.31
南屯區,春社里,1605,1238412,772,578,338,957,727.94,94.34
南屯區,文山里,2656,2371299,893,669,402,1080,2170.26,243.08
南屯區,新生里,296,204789,692,507,284,802,800.51,115.7
南屯區,永定里,1499,1324744,884,623,336,1109,847.76,95.93
南屯區,三厝里,2272,2741077,1206,836,430,1464,2437.45,202.03
南屯區,溝墘里,1987,2672469,1345,800,414,1578,2096.88,155.9
南屯區,田心里,2008,2146508,1069,693,367,1305,1387.8,129.83
南屯區,春安里,185,157341,850,601,349,948,977.23,114.9
南屯區,黎明里,1590,1503536,946,644,372,1167,1119.29,118.37
南屯區,大同里,1707,1673700,980,682,363,1245,1051.02,107.19
南屯區,文心里,1185,1330998,1123,718,375,1320,1993.14,177.45
南屯區,同心里,1728,1837605,1063,660,382,1233,2069.25,194.58
南屯區,向心里,1351,1608328,1190,751,367,1469,1512.74,127.07
南屯區,大業里,2200,2521088,1146,762,379,1469,1269.05,110.74
南屯區,惠中里,2351,3228942,1373,841,431,1701,2249.04,163.75
南屯區,大誠里,1251,1390643,1112,723,372,1365,2002.2,180.11
南屯區,大興里,1352,1279546,946,646,359,1165,1008.86,106.6
南屯區,寶山里,1659,1476343,890,683,405,1103,1262.36,141.85
南屯區,三和里,2824,4161378,1474,971,497,1732,5123.61,347.7
南屯區,三義里,2162,2626031,1215,897,481,1567,1365.79,112.44
南屯區,其　他,28,20814,743,483,214,750,813.52,109.44
南屯區,合　計,44075,48111124,1092,718,386,1325,2028.96,185.87
北屯區,北屯里,1111,1085043,977,634,355,1193,1410.54,144.43
北屯區,三光里,2170,1811430,835,591,340,1037,870.27,104.25
北屯區,舊社里,2017,1645874,816,582,328,1018,899.52,110.23
北屯區,水景里,3853,3946925,1024,656,353,1215,2721,265.62
北屯區,軍功里,3210,2976856,927,640,362,1128,1008.27,108.72
北屯區,和平里,2098,1794594,855,601,366,1036,958.8,112.09
北屯區,平田里,1803,1478501,820,585,340,1040,843.38,102.85
北屯區,東山里,556,440233,792,552,331,966,817.24,103.21
北屯區,大坑里,501,382101,763,501,307,926,815.82,106.97
北屯區,民德里,208,161777,778,524,322,1023,723.75,93.05
北屯區,廍子里,916,1002250,1094,686,366,1247,1854.7,169.51
北屯區,平和里,1740,1598436,919,639,334,1197,931.53,101.4
北屯區,民政里,229,239647,1046,526,271,1010,2697.08,257.73
北屯區,松竹里,2682,2718684,1014,699,382,1286,1122.34,110.72
北屯區,仁美里,2276,2270716,998,662,356,1239,1493.63,149.71
北屯區,仁和里,2503,2796938,1117,722,378,1381,2179.27,195.02
北屯區,四民里,461,336211,729,525,285,914,700.93,96.11
北屯區,同榮里,1673,1532224,916,615,345,1067,2540.74,277.42
北屯區,陳平里,1356,1086006,801,591,332,1012,903.07,112.76
北屯區,后庄里,3031,2832096,934,659,367,1175,1199.66,128.39
北屯區,仁愛里,303,213295,704,533,308,866,700.43,99.5
北屯區,北興里,1058,840747,795,553,329,995,814.24,102.46
北屯區,東光里,1369,1050356,767,562,326,964,730.22,95.18
北屯區,新平里,1157,825991,714,537,306,879,653.77,91.58
北屯區,水湳里,1948,1574423,808,552,320,975,993.55,122.93
北屯區,平安里,1698,1441503,849,576,323,1056,1030.17,121.35
北屯區,平德里,1911,1713082,896,627,343,1080,984.77,109.85
北屯區,平順里,992,829418,836,595,341,1043,858.22,102.64
北屯區,大德里,1450,1145872,790,574,327,991,815.76,103.23
北屯區,松安里,1595,1267474,795,575,335,1003,752.51,94.7
北屯區,松茂里,1737,1490737,858,638,352,1107,822.4,95.83
北屯區,平心里,1497,1253983,838,601,334,1029,888.83,106.11
北屯區,平福里,1321,1466298,1110,742,391,1327,2918.52,262.93
北屯區,平昌里,1310,1122702,857,589,332,1040,1007.64,117.57
北屯區,平陽里,1488,1364001,917,606,334,1095,1055.01,115.09
北屯區,忠平里,1184,1072070,905,636,366,1039,1945.97,214.91
北屯區,松勇里,1609,1427073,887,615,347,1117,911.89,102.81
北屯區,松強里,1801,1900470,1055,755,412,1322,1222.23,115.83
北屯區,松和里,1866,1417186,759,567,319,958,713.82,93.99
北屯區,平興里,1818,1577051,867,619,361,1097,967.07,111.48
北屯區,北京里,990,849506,858,575,344,982,1317.01,153.48
北屯區,三和里,1702,1301122,764,565,324,962,721.61,94.39
北屯區,其　他,7,3042,435,247,203,526,426.42,98.14
北屯區,合　計,66205,59283944,895,613,345,1098,1377.99,153.89
豐原區,豐原里,708,570564,806,564,304,991,882.53,109.51
豐原區,頂街里,340,278671,820,534,310,995,890.19,108.61
豐原區,中山里,350,540232,1544,664,287,1237,4786.1,310.08
豐原區,豐榮里,404,535550,1326,633,316,1157,5423.91,409.16
豐原區,下街里,289,242524,839,562,309,994,981.4,116.95
豐原區,豐西里,537,525740,979,583,328,1023,3625.72,370.34
豐原區,葫蘆里,251,200250,798,498,262,930,1024.56,128.42
豐原區,富春里,286,217560,761,466,288,862,935.38,122.96
豐原區,東勢里,484,380094,785,534,326,942,796.71,101.45
豐原區,西勢里,737,631578,857,577,302,1010,997.58,116.41
豐原區,圳寮里,384,257960,672,502,305,863,580.96,86.48
豐原區,大湳里,853,658258,772,575,320,963,711.35,92.18
豐原區,東湳里,1272,851999,670,492,294,807,625.68,93.41
豐原區,西湳里,2757,1992388,723,505,297,850,977.37,135.25
豐原區,南陽里,3334,2733497,820,568,322,1015,922.8,112.55
豐原區,北陽里,4172,3286382,788,545,313,947,954.22,121.14
豐原區,東陽里,489,317214,649,457,282,704,690.07,106.38
豐原區,田心里,1901,1458313,767,542,316,946,835.05,108.85
豐原區,鎌村里,1437,950140,661,510,307,824,557.21,84.27
豐原區,社皮里,3033,2137963,705,518,303,875,695.43,98.66
豐原區,三村里,2126,1731663,815,557,325,1012,1060.48,130.2
豐原區,南村里,1774,1515934,855,547,307,962,2348.59,274.84
豐原區,南田里,1031,680098,660,495,284,816,609.1,92.34
豐原區,南嵩里,976,705683,723,494,288,845,1721.08,238.04
豐原區,翁明里,697,668652,959,540,314,884,4127.39,430.24
豐原區,翁子里,967,648471,671,512,300,848,623.87,93.03
豐原區,翁社里,626,473531,756,468,293,773,2281.49,301.61
豐原區,朴子里,999,702476,703,477,279,776,1321.34,187.91
豐原區,豐田里,3205,2341010,730,521,307,846,1360.86,186.31
豐原區,豐圳里,996,683697,686,500,295,838,721.9,105.17
豐原區,北湳里,992,756642,763,535,317,927,917.76,120.32
豐原區,陽明里,937,739474,789,552,297,992,774.37,98.12
豐原區,民生里,323,263123,815,607,328,974,971.44,119.25
豐原區,中陽里,1778,1368539,770,552,316,971,780.25,101.37
豐原區,西安里,1789,1450559,811,552,313,954,1262.09,155.66
豐原區,中興里,907,626029,690,520,305,847,620.56,89.91
豐原區,其　他,11,6709,610,504,260,924,452.6,74.21
豐原區,合　計,44152,34129165,773,531,306,912,1419.55,183.64
東勢區,北興里,377,264095,701,511,327,878,605.66,86.46
東勢區,中寧里,244,143781,589,475,267,786,436.97,74.16
東勢區,東安里,358,264468,739,552,289,937,679.07,91.92
東勢區,南平里,531,357737,674,498,287,826,618.84,91.86
東勢區,新盛里,1285,836551,651,495,297,801,612.64,94.11
東勢區,詒福里,347,234981,677,517,297,835,660.04,97.47
東勢區,下城里,197,124943,634,502,301,706,706.22,111.35
東勢區,上城里,242,181270,749,533,351,956,687.26,91.75
東勢區,慶東里,388,245730,633,528,304,799,496.15,78.34
東勢區,慶福里,220,130343,592,500,335,739,442.4,74.67
東勢區,隆興里,251,149874,597,472,278,740,498.56,83.5
東勢區,福隆里,838,566380,676,519,302,889,568.49,84.11
東勢區,中嵙里,410,291283,710,547,334,859,611.55,86.08
東勢區,上新里,291,192686,662,502,291,856,593.61,89.65
東勢區,廣興里,422,336297,797,570,352,1043,662.9,83.18
東勢區,粵寧里,534,365009,684,520,320,850,561.18,82.1
東勢區,下新里,435,270151,621,472,265,833,510.94,82.27
東勢區,興隆里,273,162119,594,472,302,675,484.9,81.66
東勢區,茂興里,411,250209,609,455,289,715,926.52,152.19
東勢區,泰興里,152,99671,656,550,309,846,520.9,79.44
東勢區,埤頭里,147,85269,580,463,269,661,507.48,87.49
東勢區,明正里,216,123473,572,470,293,684,463.52,81.09
東勢區,泰昌里,989,743462,752,556,320,935,693.49,92.25
東勢區,延平里,634,439870,694,489,284,845,695.69,100.27
東勢區,東新里,547,397625,727,556,344,958,593.97,81.71
東勢區,其　他,1,255,255,255,255,255,0,0
東勢區,合　計,10740,7257530,676,510,303,845,620.58,91.84
大甲區,朝陽里,477,374481,785,555,316,942,814.78,103.78
大甲區,大甲里,386,380613,986,539,272,1057,2101.1,213.08
大甲區,順天里,509,397725,781,520,295,920,891.17,114.05
大甲區,孔門里,264,562667,2131,591,342,1027,11296.14,530.01
大甲區,岷山里,670,479247,715,528,313,858,843.01,117.85
大甲區,中山里,1215,883524,727,507,322,904,764.99,105.2
大甲區,南陽里,256,187559,733,469,290,890,724.06,98.83
大甲區,薰風里,293,270576,923,544,318,982,1454.68,157.52
大甲區,義和里,963,697863,725,522,315,878,745.1,102.82
大甲區,武陵里,341,243984,715,535,327,842,707.48,98.88
大甲區,文曲里,282,172320,611,442,283,704,676.09,110.64
大甲區,平安里,700,570348,815,564,351,1000,821.99,100.88
大甲區,庄美里,726,689258,949,561,346,968,2473.2,260.5
大甲區,武曲里,565,837137,1482,515,308,846,6224.14,420.08
大甲區,文武里,1775,1523794,858,579,337,987,2020.44,235.35
大甲區,奉化里,610,492360,807,580,356,985,768.45,95.21
大甲區,德化里,486,326081,671,519,311,835,596.75,88.94
大甲區,江南里,379,242044,639,490,302,788,583.74,91.4
大甲區,頂店里,1394,1118630,802,528,314,902,1572.48,195.96
大甲區,太白里,354,250142,707,499,309,802,694.62,98.3
大甲區,孟春里,1174,783425,667,501,331,803,584.47,87.59
大甲區,幸福里,733,524516,716,522,342,820,750.32,104.86
大甲區,日南里,1803,1244788,690,507,320,808,1288.97,186.7
大甲區,龍泉里,422,259497,615,494,311,795,468,76.11
大甲區,銅安里,390,239414,614,502,323,755,472.96,77.04
大甲區,西岐里,481,338479,704,505,323,763,1056.04,150.07
大甲區,福德里,299,165197,552,439,287,709,424.79,76.89
大甲區,建興里,393,237223,604,475,323,761,457.69,75.82
大甲區,新美里,1075,808122,752,522,311,896,766.41,101.95
大甲區,其　他,9,4492,499,575,287,666,315.2,63.16
大甲區,合　計,19424,15305505,788,523,320,869,2070.28,262.74
清水區,鰲峰里,329,248902,757,549,301,966,802.51,106.08
清水區,靈泉里,374,302784,810,577,350,1126,686.83,84.84
清水區,清水里,764,612922,802,602,316,1073,734.29,91.53
清水區,南寧里,575,458191,797,582,337,987,784.87,98.5
清水區,西寧里,503,368505,733,511,310,812,1723.26,235.22
清水區,北寧里,226,155739,689,510,316,832,627.34,91.04
清水區,中興里,142,156771,1104,500,324,884,3305.09,299.37
清水區,西社里,714,558431,782,553,326,967,790.67,101.09
清水區,南社里,2682,2072081,773,588,354,992,668.23,86.49
清水區,裕嘉里,432,275718,638,509,301,773,541.52,84.85
清水區,臨江里,447,306290,685,476,301,777,1164.98,170.02
清水區,秀水里,1240,842066,679,530,327,824,624.78,92
清水區,武鹿里,1034,714370,691,526,317,849,596.84,86.39
清水區,海濱里,533,341285,640,483,318,765,706.4,110.32
清水區,槺榔里,1421,1022042,719,562,341,906,585.25,81.37
清水區,中社里,746,524935,704,594,341,910,524.67,74.56
清水區,高西里,322,179138,556,422,266,688,514.61,92.5
清水區,高南里,364,242959,667,463,268,707,872.79,130.76
清水區,高東里,297,191823,646,482,308,757,660.88,102.32
清水區,高北里,306,186182,608,479,308,714,590.04,96.98
清水區,高美里,351,216026,615,480,292,820,493.9,80.25
清水區,國姓里,581,364849,628,459,316,784,538.61,85.77
清水區,菁埔里,638,391596,614,493,304,755,526.31,85.75
清水區,頂湳里,473,298812,632,483,301,773,525.95,83.25
清水區,田寮里,648,398645,615,480,294,764,529.1,86.01
清水區,橋頭里,2271,1609061,709,528,318,883,677.16,95.57
清水區,下湳里,965,648560,672,503,314,819,593.58,88.32
清水區,東山里,310,181243,585,477,298,795,430.31,73.6
清水區,楊厝里,247,124048,502,432,267,607,381.37,75.94
清水區,海風里,326,216841,665,499,335,787,581.29,87.39
清水區,吳厝里,362,209908,580,482,312,738,427.39,73.71
清水區,文昌里,232,164153,708,493,291,940,737.45,104.22
清水區,其　他,28,18354,656,382,296,609,760.18,115.97
清水區,合　計,20883,14603228,699,523,317,860,748.48,107.03
沙鹿區,居仁里,430,392953,914,537,334,977,1653.36,180.92
沙鹿區,洛泉里,673,615591,915,605,349,1040,1278.61,139.79
沙鹿區,沙鹿里,397,441861,1113,582,334,1160,1772.07,159.22
沙鹿區,美仁里,144,184511,1281,524,271,837,6659.94,519.77
沙鹿區,興仁里,781,568983,729,520,311,855,998.92,137.11
沙鹿區,斗抵里,1345,1057593,786,560,333,956,963.43,122.53
沙鹿區,鹿峰里,1481,1123900,759,546,333,923,771.72,101.69
沙鹿區,鹿寮里,1948,1510121,775,553,324,944,799.54,103.14
沙鹿區,竹林里,2224,1768160,795,580,346,1003,748.94,94.2
沙鹿區,犂分里,286,193426,676,499,330,829,583.01,86.2
沙鹿區,福興里,1013,792978,783,589,348,978,785.57,100.35
沙鹿區,北勢里,1363,1032451,757,560,339,963,715.82,94.5
沙鹿區,晉江里,421,285471,678,484,282,828,704.77,103.94
沙鹿區,六路里,1379,1137859,825,587,361,1018,782.27,94.81
沙鹿區,南勢里,906,670392,740,565,343,914,729.64,98.61
沙鹿區,埔子里,1425,1282025,900,679,389,1161,849.07,94.38
沙鹿區,公明里,1135,780090,687,557,349,860,517,75.22
沙鹿區,西勢里,527,324836,616,507,326,755,446.73,72.48
沙鹿區,清泉里,667,487175,730,624,378,965,518.26,70.96
沙鹿區,興安里,1026,907442,884,579,344,912,1661.99,187.91
沙鹿區,三鹿里,1732,1320925,763,642,393,957,596.9,78.27
沙鹿區,其　他,8,8808,1101,448,399,1113,1261.26,114.56
沙鹿區,合　計,21311,16887550,792,575,345,960,1049.08,132.39
梧棲區,頂寮里,914,645349,706,549,345,889,607.25,86
梧棲區,下寮里,601,433654,722,568,349,897,596.75,82.7
梧棲區,中正里,1283,989310,771,579,352,954,789.34,102.37
梧棲區,中和里,174,138465,796,609,389,991,705.91,88.71
梧棲區,文化里,408,320292,785,623,349,992,669.54,85.29
梧棲區,安仁里,232,154701,667,490,303,853,574.89,86.21
梧棲區,草湳里,1961,1370266,699,528,331,844,797.47,114.13
梧棲區,南簡里,1395,992474,711,564,339,922,572.18,80.42
梧棲區,福德里,1232,895212,727,569,356,914,584.3,80.41
梧棲區,大庄里,2194,1576596,719,555,352,866,832.97,115.92
梧棲區,大村里,1737,1284608,740,553,342,936,629.63,85.14
梧棲區,永寧里,747,535194,716,500,323,799,1150.88,160.63
梧棲區,永安里,825,597490,724,485,305,749,2309.13,318.84
梧棲區,興農里,704,490892,697,529,323,860,614.17,88.08
梧棲區,其　他,3,1172,391,372,309,463,155.21,39.72
梧棲區,合　計,14410,10425676,724,549,339,886,900.46,124.46
神岡區,神岡里,1040,663960,638,473,281,762,711.57,111.46
神岡區,庄前里,673,459171,682,515,308,834,648.29,95.02
神岡區,庄後里,609,395642,650,493,295,764,638.23,98.24
神岡區,北庄里,817,550847,674,483,292,824,767.22,113.79
神岡區,圳前里,649,414260,638,493,296,728,675.55,105.83
神岡區,圳堵里,558,327293,587,462,283,754,495.77,84.52
神岡區,新庄里,1111,639397,576,462,298,714,445.22,77.36
神岡區,山皮里,281,182718,650,436,264,742,749.37,115.24
神岡區,社口里,2266,1540706,680,502,295,808,746.68,109.82
神岡區,社南里,1698,1155358,680,496,295,857,643.79,94.62
神岡區,三角里,790,620546,786,518,308,891,1180.29,150.26
神岡區,大社里,1316,884286,672,498,300,838,633.8,94.32
神岡區,岸裡里,996,658393,661,471,286,795,667.3,100.95
神岡區,豐洲里,2296,1556861,678,495,293,792,679.29,100.18
神岡區,神洲里,834,556022,667,453,273,778,1099.33,164.89
神岡區,溪洲里,776,473015,610,461,281,738,598.99,98.27
神岡區,其　他,3,2253,751,581,462,955,513.73,68.4
神岡區,合　計,16713,11080728,663,486,292,793,723.85,109.18
后里區,廣福里,413,248354,601,466,297,760,489.7,81.44
后里區,仁里里,225,131813,586,442,276,820,459.92,78.51
后里區,義里里,889,640901,721,527,327,896,635,88.08
后里區,后里里,1131,776277,686,501,298,836,728.11,106.08
后里區,厚里里,642,416116,648,476,278,800,721.47,111.31
后里區,墩東里,1417,972633,686,513,319,871,607.32,88.48
后里區,墩西里,543,357324,658,511,312,830,556.24,84.53
后里區,墩南里,973,692030,711,510,313,853,1354.76,190.48
后里區,墩北里,1043,718537,689,516,304,849,746.88,108.41
后里區,中和里,712,501194,704,512,308,841,676.85,96.15
