101年度綜稅所得總額各縣市鄉鎮村里統計分析表-縣市別：嘉義縣,單位：金額(千元)
鄉鎮市區,村里,納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數
朴子市,安福里,505,392531,777,627,369,1021,648.27,83.4
朴子市,平和里,665,585248,880,644,378,1122,823.45,93.57
朴子市,內厝里,258,201613,781,601,355,999,713.9,91.36
朴子市,開元里,126,98251,780,638,386,953,650.65,83.44
朴子市,順天里,160,127574,797,617,328,986,898.46,112.68
朴子市,中正里,204,141448,693,536,263,901,637.79,91.98
朴子市,博厚里,184,142746,776,656,342,960,692.43,89.25
朴子市,文化里,545,414946,761,583,325,991,659.79,86.66
朴子市,永和里,594,387570,652,543,312,857,501.26,76.82
朴子市,竹圍里,1242,993701,800,597,338,1054,712.09,89
朴子市,新寮里,135,75005,556,452,252,706,482.02,86.76
朴子市,双溪里,130,85545,658,515,364,849,481.67,73.2
朴子市,溪口里,155,86072,555,409,273,765,446.18,80.35
朴子市,德興里,259,171057,660,526,333,843,475.64,72.02
朴子市,仁和里,540,695562,1288,889,586,1604,1248.96,96.96
朴子市,大鄉里,756,544255,720,552,321,923,613.29,85.19
朴子市,大葛里,711,641197,902,724,409,1184,720.07,79.85
朴子市,佳禾里,138,76809,557,490,303,740,389.45,69.97
朴子市,竹村里,218,153914,706,547,336,819,869.93,123.21
朴子市,崁前里,148,91914,621,476,285,764,519.2,83.6
朴子市,崁後里,107,64595,604,488,321,775,412.28,68.29
朴子市,順安里,37,15935,431,417,222,568,277.16,64.36
朴子市,德家里,136,75557,556,435,335,618,431.69,77.7
朴子市,新庄里,129,78594,609,507,299,775,447.56,73.46
朴子市,松華里,208,129990,625,484,318,860,494.95,79.2
朴子市,梅華里,178,108644,610,499,298,740,531.72,87.12
朴子市,南竹里,84,50872,606,453,257,1008,457.49,75.54
朴子市,其　他,0,0,0,0,0,0,0,0
朴子市,合　計,8552,6631145,775,582,336,990,721.5,93.05
布袋鎮,岱江里,107,59759,558,496,331,745,354.42,63.46
布袋鎮,九龍里,80,53161,665,523,274,856,611.41,92.01
布袋鎮,岑海里,381,261089,685,544,361,886,493.75,72.05
布袋鎮,興中里,239,152405,638,556,369,826,435.75,68.33
布袋鎮,光復里,360,259775,722,578,350,930,574.72,79.65
布袋鎮,見龍里,191,124935,654,500,342,823,572.67,87.55
布袋鎮,新厝里,171,125853,736,606,383,917,618.09,83.98
布袋鎮,龍江里,182,118397,651,567,347,837,432.82,66.53
布袋鎮,東港里,439,301855,688,555,341,845,598.14,86.99
布袋鎮,永安里,256,173615,678,545,353,903,573.2,84.52
布袋鎮,江山里,53,31755,599,552,397,801,346.69,57.86
布袋鎮,考試里,45,31325,696,532,370,820,540.96,77.71
布袋鎮,菜舖里,79,50526,640,504,342,888,436.83,68.3
布袋鎮,振寮里,156,119047,763,552,363,965,681.5,89.3
布袋鎮,西安里,199,129586,651,494,322,880,490.31,75.3
布袋鎮,東安里,201,130251,648,512,330,795,529.26,81.67
布袋鎮,中安里,253,166179,657,528,312,820,514.51,78.33
布袋鎮,樹林里,85,50482,594,461,313,659,529.88,89.22
布袋鎮,貴舍里,109,71399,655,526,285,881,525.14,80.17
布袋鎮,復興里,443,292808,661,518,336,806,555.35,84.02
布袋鎮,新民里,214,141581,662,515,350,858,517.03,78.15
布袋鎮,好美里,199,112290,564,482,329,642,453.37,80.35
布袋鎮,新岑里,225,124803,555,484,347,661,363.32,65.5
布袋鎮,其　他,2,979,489,489,458,521,88.52,18.08
布袋鎮,合　計,4669,3083855,660,529,340,840,528.77,80.06
大林鎮,東林里,150,123353,822,594,317,1001,1075.58,130.79
大林鎮,西林里,584,422332,723,577,342,913,596.08,82.43
大林鎮,吉林里,277,211902,765,557,338,960,663.26,86.7
大林鎮,平林里,1582,1273567,805,593,341,1039,733.18,91.07
大林鎮,明華里,247,173048,701,554,321,897,630.16,89.95
大林鎮,明和里,404,297379,736,561,318,1029,562.56,76.43
大林鎮,排路里,136,95279,701,504,325,788,625.76,89.32
大林鎮,西結里,139,82884,596,427,249,683,745.26,124.98
大林鎮,湖北里,133,87640,659,503,342,842,463.94,70.41
大林鎮,大糖里,52,35575,684,497,298,963,545.56,79.74
大林鎮,大美里,303,193713,639,539,339,825,472.47,73.9
大林鎮,過溪里,287,179498,625,506,316,755,487.97,78.02
大林鎮,中坑里,215,145995,679,499,296,845,615.31,90.61
大林鎮,上林里,146,93561,641,474,322,797,494.41,77.15
大林鎮,中林里,341,241412,708,530,337,846,666.02,94.08
大林鎮,三和里,493,308505,626,476,277,801,544.8,87.06
大林鎮,溝背里,196,125329,639,533,342,845,436.26,68.23
大林鎮,義和里,137,94903,693,576,374,846,504.47,72.82
大林鎮,內林里,138,110749,803,581,308,1023,907.78,113.11
大林鎮,三角里,142,102521,722,545,342,955,590.57,81.8
大林鎮,三村里,194,127770,659,499,309,822,574.72,87.26
大林鎮,其　他,5,2865,573,456,374,619,329.89,57.58
大林鎮,合　計,6301,4529780,719,544,321,914,645.6,89.8
民雄鄉,東榮村,650,536202,825,616,331,1047,762.35,92.41
民雄鄉,中樂村,479,383363,800,593,342,988,948.43,118.5
民雄鄉,西安村,941,795435,845,596,339,1089,917.61,108.55
民雄鄉,寮頂村,529,389541,736,534,324,925,684.65,92.98
民雄鄉,福權村,391,302330,773,573,356,952,745.77,96.45
民雄鄉,東湖村,412,268533,652,500,288,888,538.39,82.6
民雄鄉,豐收村,529,402761,761,527,318,923,714.14,93.8
民雄鄉,頂崙村,351,255773,729,561,315,931,627.5,86.11
民雄鄉,鎮北村,240,190711,795,579,336,986,739.28,93.04
民雄鄉,三興村,331,429092,1296,857,385,1865,1228.89,94.8
民雄鄉,東興村,83,64014,771,536,321,927,766.7,99.41
民雄鄉,菁埔村,367,248730,678,515,295,852,632.33,93.3
民雄鄉,中和村,209,148206,709,567,325,957,566.76,79.92
民雄鄉,西昌村,189,125286,663,546,309,884,518.46,78.21
民雄鄉,平和村,171,123989,725,573,366,980,522.08,72
民雄鄉,中央村,328,231447,706,575,336,830,590.16,83.64
民雄鄉,興中村,487,326450,670,518,310,862,588.63,87.81
民雄鄉,興南村,678,440682,650,519,322,815,520.64,80.1
民雄鄉,文隆村,686,568419,829,601,365,977,1699.84,205.15
民雄鄉,山中村,836,586487,702,545,317,950,540.79,77.09
民雄鄉,福興村,481,316545,658,533,322,841,531.34,80.74
民雄鄉,松山村,356,229356,644,530,317,791,510.04,79.17
民雄鄉,雙福村,705,554622,787,593,360,997,669.26,85.07
民雄鄉,北斗村,1310,905814,691,542,335,885,594.53,85.98
民雄鄉,秀林村,560,386257,690,520,321,857,692.93,100.46
民雄鄉,大崎村,544,376577,692,514,314,841,756.46,109.28
民雄鄉,金興村,731,453087,620,525,340,798,435.48,70.26
民雄鄉,福樂村,1703,1310610,770,569,357,973,781.34,101.53
民雄鄉,其　他,1,267,267,267,267,267,0,0
民雄鄉,合　計,15278,11350588,743,555,332,926,775.85,104.43
溪口鄉,溪東村,317,216942,684,543,325,817,558.41,81.6
溪口鄉,溪西村,140,94661,676,503,314,829,630.02,93.18
溪口鄉,溪北村,107,65017,608,495,305,821,456.38,75.11
溪口鄉,柴林村,157,109008,694,554,359,830,624.8,89.99
溪口鄉,林腳村,148,97423,658,520,275,778,602.1,91.47
溪口鄉,美南村,238,152516,641,556,290,851,484.69,75.64
溪口鄉,美北村,183,122118,667,520,285,887,600.85,90.04
溪口鄉,本厝村,199,130301,655,480,300,798,583.09,89.05
溪口鄉,游東村,173,108705,628,474,313,830,479.56,76.32
溪口鄉,游西村,133,101388,762,519,355,831,889.92,116.74
溪口鄉,柳溝村,277,167841,606,503,292,776,476.86,78.7
溪口鄉,疊溪村,232,141749,611,482,292,795,520.38,85.17
溪口鄉,妙崙村,150,95483,637,523,339,728,652.28,102.47
溪口鄉,坪頂村,187,122346,654,499,306,940,468.74,71.65
溪口鄉,其　他,1,1462,1462,1462,1462,1462,0,0
溪口鄉,合　計,2642,1726959,654,513,309,822,569.55,87.13
新港鄉,宮前村,588,481858,819,637,371,1052,718.77,87.71
新港鄉,宮後村,377,303965,806,619,327,1095,681.27,84.5
新港鄉,大興村,387,277218,716,516,318,877,647.33,90.37
新港鄉,福德村,396,325771,823,596,346,973,1248.16,151.72
新港鄉,古民村,212,137463,648,466,281,758,675.84,104.23
新港鄉,中庄村,284,185714,654,560,321,890,462.79,70.77
新港鄉,大潭村,325,216899,667,519,318,851,547.14,81.98
