101年度綜稅所得總額各縣市鄉鎮村里統計分析表-縣市別：嘉義市,單位：金額(千元)
鄉鎮市區,村里,納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數
西　區,番社里,498,433065,870,632,366,1050,887.69,102.08
西　區,導明里,447,340748,762,561,345,946,674.75,88.52
西　區,慶安里,372,253366,681,505,299,829,611.53,89.79
西　區,後驛里,484,310259,641,465,287,726,822.35,128.29
西　區,福安里,1060,908635,857,642,352,1071,825.65,96.32
西　區,獅子里,728,533822,733,574,349,934,634.03,86.47
西　區,紅瓦里,381,281373,739,567,349,974,578.74,78.37
西　區,保福里,909,757337,833,617,323,1105,832.77,99.95
西　區,保生里,1087,861087,792,580,354,980,890.48,112.41
西　區,北新里,239,179023,749,610,351,978,561.82,75
西　區,育英里,582,505339,868,585,310,1042,1445.56,166.48
西　區,湖內里,1140,876213,769,563,333,976,761.34,99.05
西　區,美源里,1141,958711,840,596,331,1009,990.75,117.91
西　區,致遠里,444,330183,744,563,333,917,657.2,88.37
西　區,翠岱里,348,295761,850,670,379,1016,820.64,96.56
西　區,自強里,430,366727,853,591,329,1149,799.58,93.75
西　區,培元里,438,340475,777,607,338,990,708.43,91.14
西　區,車店里,1637,1360222,831,625,352,1058,748.83,90.12
西　區,光路里,1437,1190107,828,620,351,1082,727.34,87.82
西　區,香湖里,200,157370,787,585,387,916,699.2,88.86
西　區,湖邊里,548,408739,746,550,322,982,682.3,91.48
西　區,重興里,478,332554,696,515,311,920,592.39,85.15
西　區,北榮里,610,494216,810,567,337,1066,722.02,89.12
西　區,新厝里,1066,858754,806,605,358,990,1165.8,144.71
西　區,竹圍里,1092,821564,752,544,330,903,788.55,104.81
西　區,保安里,1043,803718,771,597,341,965,683.94,88.76
西　區,北湖里,674,517847,768,590,355,1028,641.93,83.55
西　區,下埤里,397,274744,692,490,309,832,696.04,100.58
西　區,竹村里,276,231157,838,528,322,1040,966.85,115.44
西　區,書院里,646,565796,876,597,315,1101,949.54,108.41
西　區,福全里,1152,888753,771,563,329,971,792.2,102.68
西　區,西平里,826,688193,833,586,351,1009,858.47,103.04
西　區,磚磘里,937,756216,807,619,350,1025,721.61,89.41
西　區,劉厝里,1806,1624810,900,708,391,1163,784.69,87.22
西　區,港坪里,894,764890,856,679,359,1143,722.47,84.44
西　區,頭港里,386,297323,770,592,335,976,636.73,82.66
西　區,大溪里,469,332577,709,566,358,912,557.5,78.62
西　區,垂楊里,494,383489,776,576,312,965,772.63,99.53
西　區,新西里,485,335600,692,525,318,878,598.98,86.56
西　區,福民里,1640,1389919,848,601,337,1024,964.75,113.83
西　區,其　他,69,74148,1075,657,416,887,1529.23,142.31
西　區,合　計,32879,26426978,804,590,339,1007,825.58,102.71
其　他,其　他,159,135603,853,631,315,1073,802.34,94.08
其　他,合　計,159,135603,853,631,315,1073,802.34,94.08
