area,year,adm,total,avg,mid,mid1,mid3,sd,cv
臺南縣六甲鄉,2006,4790,3053194,637,510,321,823,497.86,78.11
臺南縣六甲鄉,2007,4410,2894195,656,516,320,844,593.95,90.5
臺南縣六甲鄉,2008,4925,3277473,665,529,328,859,520.94,78.28
臺南縣官田鄉,2002,4451,2707563,608,495,324,774,463.05,76.12
臺南縣官田鄉,2003,4522,2735846,605,493,318,769,504.43,83.38
臺南縣官田鄉,2004,4665,2914135,625,499,325,778,651.1,104.23
臺南縣官田鄉,2005,4707,3007815,639,509,325,805,584.16,91.42
臺南縣官田鄉,2006,4661,3053847,655,515,327,819,637.75,97.34
臺南縣官田鄉,2007,4544,3029037,667,514,324,826,728.09,109.22
臺南縣官田鄉,2008,4778,3322566,695,536,334,867,931.78,133.99
臺南縣大內鄉,2002,2052,1105373,539,447,297,678,380.49,70.63
臺南縣大內鄉,2003,2007,1077343,537,446,298,681,369.86,68.9
臺南縣大內鄉,2004,2112,1159627,549,455,300,694,410.7,74.8
臺南縣大內鄉,2005,2059,1158010,562,456,299,713,425.72,75.7
臺南縣大內鄉,2006,2045,1174231,574,467,303,720,498.78,86.87
臺南縣大內鄉,2007,1920,1122278,585,477,302,735,457.49,78.27
臺南縣大內鄉,2008,2012,1227946,610,491,306,767,488.46,80.03
臺南縣佳里鎮,2002,10789,6822496,632,489,307,780,677.37,107.12
臺南縣佳里鎮,2003,11065,6890070,623,478,300,769,599.68,96.3
臺南縣佳里鎮,2004,11650,7376190,633,483,304,777,611.29,96.55
臺南縣佳里鎮,2005,11671,7706387,660,501,311,818,634.81,96.14
臺南縣佳里鎮,2006,11849,7890152,666,502,318,825,616.52,92.59
臺南縣佳里鎮,2007,12444,8382713,674,502,316,834,625.4,92.84
臺南縣佳里鎮,2008,12605,8801726,698,520,320,868,677.51,97.03
臺南縣西港鄉,2002,4234,2461057,581,463,293,698,738.74,127.09
臺南縣西港鄉,2003,4316,2535592,587,456,291,702,1140.02,194.05
臺南縣西港鄉,2004,4475,2826196,632,467,296,720,3007.43,476.2
臺南縣西港鄉,2005,4524,2767570,612,473,302,725,910.85,148.89
臺南縣西港鄉,2006,4583,2792311,609,475,306,747,513.17,84.23
臺南縣西港鄉,2007,4774,2926616,613,474,304,751,534.07,87.12
臺南縣西港鄉,2008,4824,3031252,628,488,307,758,560.71,89.23
臺南縣七股鄉,2002,3399,1786534,526,428,281,629,453.2,86.23
臺南縣七股鄉,2003,3471,1845890,532,425,285,641,454.02,85.37
臺南縣七股鄉,2004,3499,1955667,559,444,296,659,502.47,89.9
臺南縣七股鄉,2005,3496,1998194,572,444,290,680,538.36,94.19
臺南縣七股鄉,2006,3471,1984587,572,445,290,682,566.09,99.01
臺南縣七股鄉,2007,3597,2117953,589,451,291,683,658.15,111.78
臺南縣七股鄉,2008,3598,2136947,594,463,291,708,570.88,96.12
臺南縣將軍鄉,2002,3265,1674912,513,419,281,643,393.82,76.77
臺南縣將軍鄉,2003,3223,1632994,507,422,276,628,401.68,79.28
臺南縣將軍鄉,2004,3315,1716823,518,430,290,639,401.83,77.59
臺南縣將軍鄉,2005,3325,1795329,540,440,290,653,447.37,82.85
臺南縣將軍鄉,2006,3294,1765513,536,431,289,658,419.14,78.2
臺南縣將軍鄉,2007,3394,1880089,554,433,288,672,518.89,93.67
臺南縣將軍鄉,2008,3406,1915839,562,452,295,685,461.64,82.07
臺南縣北門鄉,2002,1835,975285,531,429,293,654,428.83,80.68
臺南縣北門鄉,2003,1830,960922,525,435,296,637,400.58,76.29
臺南縣北門鄉,2004,1898,1026463,541,446,295,654,415.69,76.86
臺南縣北門鄉,2005,1864,1036584,556,445,300,683,427.29,76.84
臺南縣北門鄉,2006,1842,1020757,554,448,303,672,434.01,78.32
臺南縣北門鄉,2007,1943,1088299,560,440,298,678,451.02,80.52
臺南縣北門鄉,2008,1882,1098882,584,468,308,704,470.75,80.62
臺南縣學甲鎮,2002,5436,3251958,598,471,300,725,1065.32,178.08
臺南縣學甲鎮,2003,5334,3148274,590,465,299,722,879.71,149.05
臺南縣學甲鎮,2004,5506,3238005,588,473,306,732,501.27,85.24
臺南縣學甲鎮,2005,5431,3294051,607,472,303,756,536.16,88.4
臺南縣學甲鎮,2006,5522,3390035,614,473,308,757,659.38,107.41
臺南縣學甲鎮,2007,5749,3525231,613,470,311,766,546.24,89.08
臺南縣學甲鎮,2008,5693,3643951,640,491,318,783,787.7,123.06
臺南縣新化鎮,2002,8205,5083198,620,489,304,785,528.11,85.24
臺南縣新化鎮,2003,8303,5105639,615,482,299,781,535.44,87.08
臺南縣新化鎮,2004,8858,5580582,630,491,309,794,592.48,94.04
臺南縣新化鎮,2005,8921,5909384,662,501,313,827,741.52,111.94
臺南縣新化鎮,2006,8930,5834470,653,493,311,820,613.66,93.92
臺南縣新化鎮,2007,9147,6119162,669,497,314,835,639.83,95.64
臺南縣新化鎮,2008,9242,6362793,688,513,317,849,635.84,92.36
臺南縣善化鎮,2002,8754,5729816,655,515,320,835,563.03,86.02
臺南縣善化鎮,2003,8856,5746263,649,508,318,826,577.49,89
臺南縣善化鎮,2004,9134,6118856,670,518,328,846,653.63,97.57
臺南縣善化鎮,2005,9197,6445701,701,535,335,885,672.08,95.89
臺南縣善化鎮,2006,9387,6769491,721,546,343,904,750.97,104.13
臺南縣善化鎮,2007,9421,7110616,755,560,349,929,861.58,114.15
臺南縣善化鎮,2008,9930,7776349,783,579,354,971,941.21,120.19
臺南縣新市鄉,2002,7697,4815720,626,508,323,802,493.66,78.9
臺南縣新市鄉,2003,7761,4760952,613,498,319,780,480.5,78.33
臺南縣新市鄉,2004,8107,5149424,635,506,324,800,533.53,84
臺南縣新市鄉,2005,8184,5411422,661,513,332,833,620.46,93.84
臺南縣新市鄉,2006,8386,5589272,667,516,334,830,710.98,106.67
臺南縣新市鄉,2007,8421,5709543,678,522,337,854,587.51,86.65
臺南縣新市鄉,2008,8497,6004930,707,541,341,879,639.06,90.43
臺南縣安定鄉,2002,5142,3062256,596,480,310,735,609.96,102.42
臺南縣安定鄉,2003,5185,3029011,584,480,304,726,468.59,80.21
臺南縣安定鄉,2004,5486,3272748,597,483,308,739,470.6,78.88
臺南縣安定鄉,2005,5515,3436707,623,487,313,765,550.39,88.32
臺南縣安定鄉,2006,5596,3540238,633,493,318,781,527.47,83.38
臺南縣安定鄉,2007,5949,3842215,646,494,312,785,582.33,90.16
臺南縣安定鄉,2008,5975,4121561,690,515,324,826,1235.21,179.07
臺南縣山上鄉,2002,1596,932724,584,476,309,736,453.21,77.55
臺南縣山上鄉,2003,1638,937500,572,456,296,732,445.09,77.77
臺南縣山上鄉,2004,1664,968462,582,482,305,749,423.52,72.77
臺南縣山上鄉,2005,1665,1025735,616,490,320,788,473.3,76.83
臺南縣山上鄉,2006,1684,1028642,611,493,311,772,495.29,81.08
臺南縣山上鄉,2007,1696,1056779,623,484,315,799,523.97,84.09
臺南縣山上鄉,2008,1722,1097589,637,498,321,802,529.68,83.1
臺南縣玉井鄉,2002,2548,1504974,591,470,293,768,490.24,83
臺南縣玉井鄉,2003,2522,1482082,588,467,291,751,469.49,79.89
臺南縣玉井鄉,2004,2535,1552330,612,483,307,782,498.41,81.39
臺南縣玉井鄉,2005,2506,1597075,637,490,302,808,596.16,93.54
臺南縣玉井鄉,2006,2475,1578094,638,494,312,800,599.62,94.04
臺南縣玉井鄉,2007,2479,1591270,642,491,309,807,568.37,88.55
臺南縣玉井鄉,2008,2446,1600105,654,502,316,827,558.78,85.42
臺南縣楠西鄉,2002,1593,848784,533,431,264,644,659.24,123.73
臺南縣楠西鄉,2003,1502,815909,543,439,275,672,588.54,108.34
臺南縣楠西鄉,2004,1574,853003,542,436,276,670,475.53,87.75
臺南縣楠西鄉,2005,1530,849478,555,437,280,692,462.44,83.29
臺南縣楠西鄉,2006,1495,882048,590,454,294,704,688.59,116.71
臺南縣楠西鄉,2007,1516,901497,595,457,294,702,611.2,102.78
臺南縣楠西鄉,2008,1512,918561,608,479,300,735,564.72,92.96
臺南縣南化鄉,2002,1249,645562,517,423,278,624,465.6,90.08
臺南縣南化鄉,2003,1248,638436,512,420,273,635,368.53,72.04
臺南縣南化鄉,2004,1288,673871,523,444,278,638,399.45,76.35
臺南縣南化鄉,2005,1259,685282,544,443,293,665,403.33,74.1
臺南縣南化鄉,2006,1200,699416,583,464,306,709,489.34,83.96
臺南縣南化鄉,2007,1228,708760,577,449,303,707,451.89,78.29
臺南縣南化鄉,2008,1250,740136,592,477,311,706,529.87,89.49
臺南縣左鎮鄉,2002,842,446520,530,432,279,683,374.76,70.67
臺南縣左鎮鄉,2003,779,419587,539,432,280,667,444.95,82.61
臺南縣左鎮鄉,2004,787,437329,556,441,287,691,499.35,89.86
臺南縣左鎮鄉,2005,779,469232,602,476,314,728,547.96,90.97
臺南縣左鎮鄉,2006,769,460002,598,468,305,756,504.99,84.42
臺南縣左鎮鄉,2007,789,469126,595,447,294,735,543.1,91.34
臺南縣左鎮鄉,2008,786,472401,601,460,285,745,505.97,84.19
臺南縣仁德鄉,2002,13717,8473430,618,490,306,780,508.71,82.35
臺南縣仁德鄉,2003,14058,8776852,624,489,306,782,545.78,87.42
臺南縣仁德鄉,2004,14768,9468435,641,495,313,797,573.73,89.49
臺南縣仁德鄉,2005,15303,10202501,667,500,315,813,804.84,120.72
臺南縣仁德鄉,2006,15493,10354233,668,500,317,813,791.93,118.5
臺南縣仁德鄉,2007,16051,11150816,695,506,320,827,1255.16,180.67
臺南縣仁德鄉,2008,16274,11529691,708,523,331,854,799.7,112.88
臺南縣歸仁鄉,2002,12276,7654398,624,495,311,770,575.93,92.37
臺南縣歸仁鄉,2003,12544,7835750,625,493,308,770,636.58,101.91
臺南縣歸仁鄉,2004,13115,8392624,640,503,315,784,559.19,87.38
臺南縣歸仁鄉,2005,13476,8865595,658,503,317,803,652.48,99.18
臺南縣歸仁鄉,2006,13926,9224241,662,501,316,809,695.68,105.03
臺南縣歸仁鄉,2007,14356,9828585,685,511,320,823,795.06,116.13
臺南縣歸仁鄉,2008,14676,10269000,700,516,323,842,794.2,113.5
臺南縣關廟鄉,2002,7184,4000641,557,444,285,675,862.86,154.94
臺南縣關廟鄉,2003,7259,4208818,580,438,287,669,2185.71,376.97
臺南縣關廟鄉,2004,7533,4370092,580,449,295,695,758.16,130.69
臺南縣關廟鄉,2005,7553,4513081,598,455,296,703,947.33,158.54
臺南縣關廟鄉,2006,7607,4529548,595,455,299,712,938.84,157.67
臺南縣關廟鄉,2007,7718,4927937,638,467,310,726,1856.58,290.77
臺南縣關廟鄉,2008,7707,4876318,633,474,309,742,1206.13,190.63
臺南縣龍崎鄉,2002,689,357621,519,425,271,652,391.75,75.48
臺南縣龍崎鄉,2003,676,365154,540,435,275,661,434.06,80.36
臺南縣龍崎鄉,2004,670,366305,547,429,276,664,509.57,93.2
臺南縣龍崎鄉,2005,671,374904,559,437,287,691,448.37,80.25
臺南縣龍崎鄉,2006,673,374060,556,428,282,686,460.42,82.84
臺南縣龍崎鄉,2007,735,420889,573,448,292,711,443.28,77.41
臺南縣龍崎鄉,2008,735,426391,580,457,281,729,482.17,83.12
臺南縣永康市,2002,38708,27073063,699,526,320,848,1996.1,285.39
臺南縣永康市,2003,39631,27825568,702,519,316,842,1839.5,261.99
臺南縣永康市,2004,41726,29916896,717,530,323,861,1786.81,249.21
臺南縣永康市,2005,42852,31423197,733,536,327,890,1343.67,183.24
臺南縣永康市,2006,44234,32747829,740,538,329,895,2107.46,284.66
臺南縣永康市,2007,46133,34881464,756,547,334,914,1205.87,159.48
臺南縣永康市,2008,47592,37095830,779,555,335,940,1589.53,203.93
臺南縣其他,2002,36,13308,370,335,202,445,277.14,74.97
臺南縣其他,2003,12,7835,653,560,319,999,450.8,69.04
臺南縣其他,2004,36,40128,1115,772,420,1341,1164.8,104.5
臺南縣其他,2005,6,2590,432,261,222,301,449.17,104.06
臺南縣其他,2006,14,7926,566,487,349,663,277.49,49.01
臺南縣其他,2007,17,11636,684,484,260,701,896.37,130.96
臺南縣其他,2008,1,221,221,221,221,221,0,0
高雄縣鳳山市,2002,66211,46704485,705,556,335,907,638.59,90.53
高雄縣鳳山市,2003,67804,48131771,710,550,330,904,727.31,102.46
高雄縣鳳山市,2004,70825,52208499,737,558,334,930,773.49,104.93
高雄縣鳳山市,2005,72911,55813973,766,566,339,958,776.4,101.42
高雄縣鳳山市,2006,73939,56693872,767,568,340,966,751.82,98.05
高雄縣鳳山市,2007,81823,64709862,791,573,344,988,868.04,109.76
高雄縣鳳山市,2008,77310,61617616,797,581,347,999,971.31,121.87
高雄縣鳥松鄉,2002,9026,8872196,983,609,342,1089,2034.89,207.02
高雄縣鳥松鄉,2003,9329,9477898,1016,597,339,1073,3644.7,358.74
高雄縣鳥松鄉,2004,9901,10057881,1016,631,355,1125,2018.27,198.68
高雄縣鳥松鄉,2005,10190,11240302,1103,649,367,1201,2457.42,222.78
高雄縣鳥松鄉,2006,10390,11406565,1098,653,366,1201,2280.65,207.74
高雄縣鳥松鄉,2007,8881,10613208,1195,674,374,1273,2887.16,241.59
高雄縣鳥松鄉,2008,10888,12835742,1179,673,371,1273,2773.27,235.24
高雄縣仁武鄉,2002,11386,7303998,641,517,311,825,532.04,82.94
高雄縣仁武鄉,2003,12085,7821971,647,515,314,823,559.29,86.41
高雄縣仁武鄉,2004,13212,8877490,672,528,322,856,563.51,83.86
高雄縣仁武鄉,2005,14022,9824799,701,539,325,897,614.8,87.74
高雄縣仁武鄉,2006,14932,10444252,699,535,324,889,629.7,90.03
高雄縣仁武鄉,2007,14811,10688102,722,544,335,911,647.95,89.79
高雄縣仁武鄉,2008,16169,11870226,734,550,337,923,734.66,100.07
高雄縣大社鄉,2002,6694,4341216,649,524,319,837,511.23,78.83
高雄縣大社鄉,2003,6604,4333567,656,519,322,854,520.97,79.39
高雄縣大社鄉,2004,6858,4655203,679,532,325,871,555.93,81.9
高雄縣大社鄉,2005,6955,4892127,703,536,328,908,597.58,84.96
高雄縣大社鄉,2006,7024,4926384,701,527,323,897,713.74,101.76
高雄縣大社鄉,2007,5301,3980182,751,570,341,954,672.21,89.53
高雄縣大社鄉,2008,7267,5341588,735,544,331,939,665.29,90.51
高雄縣大樹鄉,2002,7699,4671460,607,497,318,771,668.04,110.1
高雄縣大樹鄉,2003,7605,4613317,607,491,311,774,573.88,94.6
高雄縣大樹鄉,2004,7720,4818845,624,505,318,795,493.11,79
高雄縣大樹鄉,2005,7701,4976207,646,506,317,817,534,82.64
高雄縣大樹鄉,2006,7727,5018865,650,509,323,825,547.69,84.32
高雄縣大樹鄉,2007,10085,6810200,675,509,324,831,644.76,95.48
高雄縣大樹鄉,2008,8082,5334457,660,516,323,824,561.24,85.03
高雄縣大寮鄉,2002,19852,12436349,626,519,317,805,554.6,88.53
高雄縣大寮鄉,2003,20031,12702313,634,512,314,800,1294.35,204.11
高雄縣大寮鄉,2004,20281,13197004,651,520,323,821,536.82,82.5
高雄縣大寮鄉,2005,20412,13836610,678,527,325,846,623.35,91.96
高雄縣大寮鄉,2006,20914,14151149,677,521,324,847,787.36,116.36
高雄縣大寮鄉,2007,19609,13818810,705,540,336,881,700.27,99.37
高雄縣大寮鄉,2008,21740,15402294,708,536,333,880,1048.15,147.94
高雄縣林園鄉,2002,12770,7841794,614,517,315,802,430.01,70.03
高雄縣林園鄉,2003,12967,8104342,625,509,311,814,454.01,72.64
高雄縣林園鄉,2004,13471,8838480,656,526,326,839,496.65,75.7
高雄縣林園鄉,2005,13901,9614763,692,538,332,870,556.88,80.51
高雄縣林園鄉,2006,14205,9782241,689,538,334,878,555.4,80.65
高雄縣林園鄉,2007,12367,8791327,711,554,347,895,597.05,83.99
高雄縣林園鄉,2008,14745,10481518,711,548,342,908,580.51,81.66
高雄縣岡山鎮,2002,19926,13407973,673,533,325,848,608.59,90.44
高雄縣岡山鎮,2003,20152,14022680,696,528,320,849,1252.12,179.94
高雄縣岡山鎮,2004,20770,14944401,720,538,328,876,1365.4,189.77
高雄縣岡山鎮,2005,20981,15762176,751,551,330,910,1409.19,187.58
高雄縣岡山鎮,2006,21494,15821540,736,549,330,904,885.54,120.3
高雄縣岡山鎮,2007,23088,17907314,776,547,328,920,2686.31,346.35
高雄縣岡山鎮,2008,22790,18105096,794,560,339,935,3432.22,432.03
高雄縣茄萣鄉,2002,4974,2508477,504,406,270,614,378.42,75.04
高雄縣茄萣鄉,2003,5044,2542038,504,409,263,614,406.43,80.65
高雄縣茄萣鄉,2004,5388,2815892,523,419,275,632,417.2,79.83
高雄縣茄萣鄉,2005,5411,2975885,550,428,282,658,578.18,105.13
高雄縣茄萣鄉,2006,5557,3018587,543,424,278,651,471.33,86.77
高雄縣茄萣鄉,2007,6942,3935359,567,435,293,674,482.69,85.15
高雄縣茄萣鄉,2008,5885,3345828,569,442,284,682,499.09,87.79
高雄縣永安鄉,2002,2762,1592109,576,466,295,746,427.7,74.2
高雄縣永安鄉,2003,2784,1582852,569,462,281,737,420.52,73.96
高雄縣永安鄉,2004,2871,1681337,586,481,293,758,432.29,73.82
高雄縣永安鄉,2005,2901,1778350,613,497,302,781,466.72,76.13
高雄縣永安鄉,2006,2894,1764901,610,488,300,779,484.84,79.5
高雄縣永安鄉,2007,4149,2517436,607,476,304,762,476.85,78.59
高雄縣永安鄉,2008,2988,1935050,648,514,310,832,521.75,80.57
高雄縣橋頭鄉,2002,8654,5783775,668,528,319,864,685.79,102.61
高雄縣橋頭鄉,2003,8647,5790618,670,529,319,873,568.13,84.84
高雄縣橋頭鄉,2004,8888,6140523,691,540,321,896,623.85,90.3
高雄縣橋頭鄉,2005,8986,6466713,720,545,332,934,645.34,89.68
高雄縣橋頭鄉,2006,9002,6602747,733,559,333,934,1121.65,152.92
高雄縣橋頭鄉,2007,9075,6681204,736,554,337,945,680.9,92.49
高雄縣橋頭鄉,2008,9058,6908776,763,565,346,984,806.65,105.76
高雄縣梓官鄉,2002,7649,4209463,550,440,277,698,445.41,80.93
高雄縣梓官鄉,2003,7669,4367249,569,438,279,701,1103.02,193.69
高雄縣梓官鄉,2004,8048,4864630,604,452,284,722,1981.11,327.75
高雄縣梓官鄉,2005,7805,4751242,609,461,289,744,571.98,93.96
高雄縣梓官鄉,2006,7740,4749280,614,467,292,744,641.06,104.47
高雄縣梓官鄉,2007,7808,4876005,624,467,297,763,574.48,91.99
高雄縣梓官鄉,2008,7808,5022713,643,487,306,782,620.8,96.51
高雄縣田寮鄉,2002,1627,851539,523,450,288,652,368.67,70.44
高雄縣田寮鄉,2003,1522,823093,541,441,282,698,408.64,75.56
高雄縣田寮鄉,2004,1563,860371,550,448,284,690,419.95,76.29
高雄縣田寮鄉,2005,1476,855306,579,465,295,726,488.77,84.35
高雄縣田寮鄉,2006,1410,799868,567,464,293,711,459.9,81.07
高雄縣田寮鄉,2007,1404,826521,589,480,301,748,445.76,75.72
高雄縣田寮鄉,2008,1392,818772,588,479,292,747,462.16,78.57
高雄縣阿蓮鄉,2002,5578,3119245,559,449,284,692,487.61,87.2
高雄縣阿蓮鄉,2003,5685,3258524,573,455,290,702,508.92,88.79
高雄縣阿蓮鄉,2004,5804,3426666,590,463,300,719,539.73,91.42
高雄縣阿蓮鄉,2005,5683,3535268,622,482,307,760,617.6,99.28
高雄縣阿蓮鄉,2006,5768,3579519,621,481,304,765,587.52,94.67
高雄縣阿蓮鄉,2007,5857,3757607,642,485,303,775,650.25,101.35
高雄縣阿蓮鄉,2008,5955,3910772,657,496,314,792,612.41,93.25
高雄縣路竹鄉,2002,11586,7067855,610,480,297,759,588.5,96.47
高雄縣路竹鄉,2003,11688,7224158,618,478,296,755,674.34,109.1
高雄縣路竹鄉,2004,11984,7752864,647,488,307,783,701.39,108.42
高雄縣路竹鄉,2005,12065,8111189,672,502,311,813,769.09,114.4
高雄縣路竹鄉,2006,12155,8270645,680,516,318,834,717.65,105.47
高雄縣路竹鄉,2007,12501,8927910,714,520,323,857,865.86,121.24
高雄縣路竹鄉,2008,12549,9062982,722,532,323,877,836.54,115.83
高雄縣燕巢鄉,2002,5505,3162420,574,459,287,716,510.52,88.87
高雄縣燕巢鄉,2003,5542,3202425,578,460,294,724,493.4,85.39
高雄縣燕巢鄉,2004,5693,3489367,613,480,300,753,579.77,94.59
高雄縣燕巢鄉,2005,5662,3649497,645,494,307,796,611.04,94.8
高雄縣燕巢鄉,2006,5765,3691282,640,495,300,790,574.84,89.78
高雄縣燕巢鄉,2007,6250,4115732,659,501,313,806,607.64,92.27
高雄縣燕巢鄉,2008,5931,4043349,682,510,316,827,707.84,103.83
高雄縣彌陀鄉,2002,3777,2000221,530,433,278,671,465.87,87.97
高雄縣彌陀鄉,2003,3818,2031124,532,432,279,678,454.5,85.43
高雄縣彌陀鄉,2004,3866,2138409,553,445,291,697,469.82,84.94
高雄縣彌陀鄉,2005,3991,2263102,567,445,284,705,508,89.59
高雄縣彌陀鄉,2006,3750,2178260,581,451,291,726,487.23,83.88
高雄縣彌陀鄉,2007,3812,2268528,595,457,298,749,491.54,82.6
高雄縣彌陀鄉,2008,3828,2332625,609,470,297,763,514.5,84.43
高雄縣湖內鄉,2002,6041,3373467,558,452,289,696,429.91,76.99
高雄縣湖內鄉,2003,6126,3416340,558,446,286,697,468.34,83.98
高雄縣湖內鄉,2004,6255,3652400,584,460,292,718,589.55,100.96
高雄縣湖內鄉,2005,6235,3861614,619,475,301,748,820.87,132.54
高雄縣湖內鄉,2006,6347,4035161,636,479,305,754,979.4,154.05
高雄縣湖內鄉,2007,6492,4173582,643,479,307,761,912.84,141.99
高雄縣湖內鄉,2008,6622,4368876,660,494,307,796,982.52,148.92
高雄縣旗山鎮,2002,6393,3974485,622,499,302,800,513.45,82.59
高雄縣旗山鎮,2003,6249,3886804,622,490,299,795,556.34,89.45
高雄縣旗山鎮,2004,6423,4081689,635,497,306,804,605.08,95.22
高雄縣旗山鎮,2005,6279,4143159,660,507,317,825,647.14,98.08
高雄縣旗山鎮,2006,6376,4184248,656,498,311,820,708.86,108.02
高雄縣旗山鎮,2007,6421,4251534,662,501,310,835,665.67,100.54
高雄縣旗山鎮,2008,6504,4361772,671,510,315,852,646.92,96.46
高雄縣六龜鄉,2002,1686,887071,526,424,271,667,435.51,82.78
高雄縣六龜鄉,2003,1647,821044,499,393,258,635,384.93,77.22
高雄縣六龜鄉,2004,1658,853327,515,430,276,642,382.76,74.37
高雄縣六龜鄉,2005,1562,850852,545,441,285,672,424.75,77.98
高雄縣六龜鄉,2006,1592,875276,550,436,275,697,432.93,78.74
高雄縣六龜鄉,2007,1536,876781,571,450,285,711,493.4,86.44
高雄縣六龜鄉,2008,1545,885852,573,450,286,710,519.06,90.53
高雄縣內門鄉,2002,2161,1065188,493,416,270,628,336.38,68.24
高雄縣內門鄉,2003,2157,1061796,492,405,276,609,345.63,70.21
高雄縣內門鄉,2004,2221,1122851,506,422,276,630,354.75,70.17
高雄縣內門鄉,2005,2136,1117287,523,424,283,665,383.31,73.28
高雄縣內門鄉,2006,2047,1105250,540,440,285,661,422.64,78.28
高雄縣內門鄉,2007,2065,1143388,554,445,293,678,458.48,82.8
高雄縣內門鄉,2008,2109,1175375,557,445,294,685,436.33,78.29
高雄縣美濃鎮,2002,6581,4152093,631,522,327,823,487.78,77.31
高雄縣美濃鎮,2003,6528,4161153,637,525,332,829,519.5,81.5
高雄縣美濃鎮,2004,6616,4344784,657,532,335,846,561.37,85.48
高雄縣美濃鎮,2005,6534,4530474,693,550,343,881,577.01,83.22
高雄縣美濃鎮,2006,6550,4564026,697,533,332,884,995.14,142.82
高雄縣美濃鎮,2007,6626,4700818,709,545,339,897,724.96,102.19
高雄縣美濃鎮,2008,6648,4793202,721,547,344,915,716.72,99.41
高雄縣杉林鄉,2002,1680,830584,494,403,263,617,403.36,81.59
高雄縣杉林鄉,2003,1600,789118,493,406,260,627,372.96,75.62
高雄縣杉林鄉,2004,1589,805953,507,413,269,636,399.43,78.75
高雄縣杉林鄉,2005,1550,841239,543,426,283,677,499.46,92.03
高雄縣杉林鄉,2006,1513,830402,549,443,281,672,494.29,90.06
高雄縣杉林鄉,2007,1458,834096,572,443,291,710,625.77,109.38
高雄縣杉林鄉,2008,1404,827479,589,447,291,739,774.66,131.44
高雄縣甲仙鄉,2002,1087,522848,481,384,237,613,385.88,80.22
高雄縣甲仙鄉,2003,1040,481609,463,378,232,588,349.88,75.55
高雄縣甲仙鄉,2004,1017,506545,498,420,268,612,361.59,72.6
高雄縣甲仙鄉,2005,1071,540731,505,416,249,638,393.43,77.92
高雄縣甲仙鄉,2006,1027,527726,514,414,259,622,410.89,79.96
高雄縣甲仙鄉,2007,1044,569202,545,410,263,631,595.96,109.31
高雄縣甲仙鄉,2008,1042,551051,529,411,267,636,450.9,85.26
高雄縣茂林鄉,2002,188,104929,558,480,285,777,359.91,64.48
高雄縣茂林鄉,2003,186,108627,584,507,278,772,444.12,76.04
高雄縣茂林鄉,2004,222,123304,555,452,249,746,431.22,77.64
高雄縣茂林鄉,2005,208,121493,584,468,248,834,454.21,77.76
高雄縣茂林鄉,2006,249,139982,562,423,243,759,484.12,86.12
高雄縣茂林鄉,2007,428,240266,561,458,264,703,454.11,80.89
高雄縣茂林鄉,2008,223,137961,619,482,276,876,492.08,79.54
高雄縣桃源鄉,2002,476,247369,520,436,270,712,363.04,69.86
高雄縣桃源鄉,2003,502,267311,532,464,284,724,356,66.85
高雄縣桃源鄉,2004,472,272089,576,500,311,780,373.84,64.85
高雄縣桃源鄉,2005,449,266577,594,505,339,770,400.83,67.51
高雄縣桃源鄉,2006,454,247219,545,464,265,746,384.95,70.69
高雄縣桃源鄉,2007,520,318808,613,532,339,782,454.79,74.18
高雄縣桃源鄉,2008,457,276856,606,529,321,799,423.66,69.93
高雄縣三民鄉,2002,296,150196,507,383,239,736,383.11,75.5
高雄縣三民鄉,2003,329,170995,520,401,250,706,448.15,86.23
高雄縣三民鄉,2004,273,154111,565,472,267,781,429.79,76.14
高雄縣三民鄉,2005,290,172856,596,477,260,798,486.24,81.58
高雄縣三民鄉,2008,280,172066,615,499,288,833,473.83,77.11
高雄縣其他,2002,81,41228,509,409,234,639,375.14,73.7
高雄縣其他,2003,34,24949,734,614,211,901,818.54,111.55
高雄縣其他,2004,34,30213,889,577,380,1077,953.34,107.28
高雄縣其他,2005,36,40855,1135,562,332,1023,2455.51,216.37
高雄縣其他,2006,15,9680,645,487,187,862,573.95,88.94
高雄縣其他,2007,620,433575,699,526,331,913,550.08,78.66
高雄縣其他,2008,12,4243,354,325,214,455,192.75,54.51
屏東縣屏東市,2002,38055,27097932,712,551,322,916,671.4,94.29
屏東縣屏東市,2003,38328,27057325,706,541,315,906,695.85,98.57
屏東縣屏東市,2004,39287,28556960,727,550,324,923,797.03,109.65
屏東縣屏東市,2005,39804,29630154,744,559,326,949,731.02,98.2
屏東縣屏東市,2006,40443,30078596,744,557,326,945,740.18,99.52
屏東縣屏東市,2007,26915,20031962,744,557,318,949,820.43,110.23
屏東縣屏東市,2008,42027,32117540,764,561,331,969,782.71,102.42
屏東縣屏東市,2009,40891,29325229,717,536,314,919,704.08,98.18
屏東縣屏東市,2010,41649,30412768,730,539,314,933,758.61,103.89
屏東縣屏東市,2011,42530,31998034,752,554,323,955,844.91,112.3
屏東縣屏東市,2012,47823,37988144,794,603,353,1015,738.27,92.94
屏東縣屏東市,2013,47469,37086392,781,593,344,1001,744.1,95.24
屏東縣屏東市,2014,47983,38373655,800,604,351,1019,827.48,103.47
屏東縣屏東市,2015,48649,39191171,806,613,361,1024,797.76,99.03
屏東縣屏東市,2016,49192,39603539,805,613,361,1018,815.74,101.32
屏東縣潮州鎮,2002,9029,5807174,643,506,300,835,599.02,93.14
